gst_id,order_id,payment_id,settlement_date,taxable_fee_amount,gst_rate,cgst_amount,sgst_amount,igst_amount,total_gst_amount
GST70638,ORD10638,PAY70638,2026-04-15,80.17,0.18,0.0,0.0,14.43,14.43
GST70639,ORD10639,PAY70639,2026-04-15,92.62,0.18,0.0,0.0,16.67,16.67
GST70640,ORD10640,PAY70640,2026-04-15,133.53,0.18,0.0,0.0,24.04,24.04
GST70641,ORD10641,PAY70641,2026-04-16,201.29,0.18,0.0,0.0,36.23,36.23
GST70642,ORD10642,PAY70642,2026-04-16,59.63,0.18,0.0,0.0,10.73,10.73
GST70643,ORD10643,PAY70643,2026-04-16,261.45,0.18,0.0,0.0,47.06,47.06
GST70644,ORD10644,PAY70644,2026-04-16,257.16,0.18,0.0,0.0,46.29,46.29
GST70645,ORD10645,PAY70645,2026-04-16,118.39,0.18,0.0,0.0,21.31,21.31
GST70646,ORD10646,PAY70646,2026-04-14,100.07,0.18,0.0,0.0,18.01,18.01
GST70647,ORD10647,PAY70647,2026-04-14,137.06,0.18,0.0,0.0,24.67,24.67
GST70648,ORD10648,PAY70648,2026-04-14,77.36,0.18,0.0,0.0,13.92,13.92
GST70649,ORD10649,PAY70649,2026-04-14,63.6,0.18,0.0,0.0,11.45,11.45
GST70650,ORD10650,PAY70650,2026-04-14,15.44,0.18,0.0,0.0,2.78,2.78
GST70651,ORD10651,PAY70651,2026-04-14,11.02,0.18,0.99,0.99,0.0,1.98
GST70652,ORD10652,PAY70652,2026-04-16,255.23,0.18,0.0,0.0,45.94,45.94
GST70653,ORD10653,PAY70653,2026-04-16,244.68,0.18,0.0,0.0,44.04,44.04
GST70654,ORD10654,PAY70654,2026-04-16,141.1,0.18,0.0,0.0,25.4,25.4
GST70655,ORD10655,PAY70655,2026-04-16,320.26,0.18,0.0,0.0,57.65,57.65
GST70657,ORD10657,PAY70657,2026-04-16,154.11,0.18,0.0,0.0,27.74,27.74
GST70658,ORD10658,PAY70658,2026-04-16,480.98,0.18,0.0,0.0,86.58,86.58
GST70659,ORD10659,PAY70659,2026-04-16,353.63,0.18,0.0,0.0,63.65,63.65
GST70660,ORD10660,PAY70660,2026-04-15,227.91,0.18,20.51,20.51,0.0,41.02
GST70661,ORD10661,PAY70661,2026-04-15,211.18,0.18,0.0,0.0,38.01,38.01
GST70662,ORD10662,PAY70662,2026-04-15,25.28,0.18,0.0,0.0,4.55,4.55
GST70663,ORD10663,PAY70663,2026-04-15,76.77,0.18,0.0,0.0,13.82,13.82
GST70664,ORD10664,PAY70664,2026-04-15,8.59,0.18,0.0,0.0,1.55,1.55
GST70665,ORD10665,PAY70665,2026-04-15,79.04,0.18,0.0,0.0,14.23,14.23
GST70666,ORD10666,PAY70666,2026-04-15,183.07,0.18,0.0,0.0,32.95,32.95
GST70667,ORD10667,PAY70667,2026-04-15,75.53,0.18,0.0,0.0,13.6,13.6
GST70668,ORD10668,PAY70668,2026-04-15,58.97,0.18,0.0,0.0,10.61,10.61
GST70669,ORD10669,PAY70669,2026-04-15,189.55,0.18,0.0,0.0,34.12,34.12
GST70670,ORD10670,PAY70670,2026-04-15,27.49,0.18,0.0,0.0,4.95,4.95
GST70671,ORD10671,PAY70671,2026-04-15,21.63,0.18,1.95,1.95,0.0,3.89
GST70672,ORD10672,PAY70672,2026-04-15,60.23,0.18,0.0,0.0,10.84,10.84
GST70673,ORD10673,PAY70673,2026-04-16,42.37,0.18,0.0,0.0,7.63,7.63
GST70674,ORD10674,PAY70674,2026-04-16,239.06,0.18,0.0,0.0,43.03,43.03
GST70675,ORD10675,PAY70675,2026-04-16,102.59,0.18,0.0,0.0,18.47,18.47
GST70676,ORD10676,PAY70676,2026-04-16,40.97,0.18,0.0,0.0,7.37,7.37
GST70677,ORD10677,PAY70677,2026-04-16,108.76,0.18,0.0,0.0,19.58,19.58
GST70678,ORD10678,PAY70678,2026-04-16,197.23,0.18,0.0,0.0,35.5,35.5
GST70679,ORD10679,PAY70679,2026-04-16,51.32,0.18,0.0,0.0,9.24,9.24
GST70680,ORD10680,PAY70680,2026-04-16,363.78,0.18,0.0,0.0,65.48,65.48
GST70681,ORD10681,PAY70681,2026-04-16,475.13,0.18,0.0,0.0,85.52,85.52
GST70682,ORD10682,PAY70682,2026-04-15,14.96,0.18,0.0,0.0,2.69,2.69
GST70683,ORD10683,PAY70683,2026-04-15,77.85,0.18,7.0,7.0,0.0,14.01
GST70684,ORD10684,PAY70684,2026-04-15,7.23,0.18,0.0,0.0,1.3,1.3
GST70686,ORD10686,PAY70686,2026-04-15,27.5,0.18,0.0,0.0,4.95,4.95
GST70687,ORD10687,PAY70687,2026-04-15,18.24,0.18,0.0,0.0,3.28,3.28
GST70688,ORD10688,PAY70688,2026-04-15,32.85,0.18,0.0,0.0,5.91,5.91
GST70689,ORD10689,PAY70689,2026-04-15,9.23,0.18,0.0,0.0,1.66,1.66
GST70691,ORD10691,PAY70691,2026-04-16,29.91,0.18,0.0,0.0,5.38,5.38
GST70692,ORD10692,PAY70692,2026-04-16,167.59,0.18,0.0,0.0,30.17,30.17
GST70693,ORD10693,PAY70693,2026-04-16,131.35,0.18,0.0,0.0,23.64,23.64
GST70694,ORD10694,PAY70694,2026-04-16,35.97,0.18,0.0,0.0,6.47,6.47
GST70695,ORD10695,PAY70695,2026-04-16,145.08,0.18,0.0,0.0,26.11,26.11
GST70696,ORD10696,PAY70696,2026-04-16,14.74,0.18,0.0,0.0,2.65,2.65
GST70697,ORD10697,PAY70697,2026-04-16,81.34,0.18,0.0,0.0,14.64,14.64
GST70698,ORD10698,PAY70698,2026-04-16,53.24,0.18,0.0,0.0,9.58,9.58
GST70699,ORD10699,PAY70699,2026-04-16,32.66,0.18,0.0,0.0,5.88,5.88
GST70700,ORD10700,PAY70700,2026-04-17,219.12,0.18,0.0,0.0,39.44,39.44
GST70701,ORD10701,PAY70701,2026-04-17,230.5,0.18,0.0,0.0,41.49,41.49
GST70702,ORD10702,PAY70702,2026-04-17,115.38,0.18,0.0,0.0,20.77,20.77
GST70703,ORD10703,PAY70703,2026-04-17,380.36,0.18,0.0,0.0,68.46,68.46
GST70704,ORD10704,PAY70704,2026-04-17,412.57,0.18,0.0,0.0,74.26,74.26
GST70705,ORD10705,PAY70705,2026-04-15,67.6,0.18,0.0,0.0,12.17,12.17
GST70706,ORD10706,PAY70706,2026-04-15,34.77,0.18,0.0,0.0,6.26,6.26
GST70707,ORD10707,PAY70707,2026-04-15,23.35,0.18,0.0,0.0,4.2,4.2
GST70708,ORD10708,PAY70708,2026-04-15,86.08,0.18,0.0,0.0,15.49,15.49
GST70709,ORD10709,PAY70709,2026-04-15,112.39,0.18,0.0,0.0,20.23,20.23
GST70710,ORD10710,PAY70710,2026-04-15,130.18,0.18,0.0,0.0,23.43,23.43
GST70711,ORD10711,PAY70711,2026-04-15,89.88,0.18,0.0,0.0,16.18,16.18
GST70712,ORD10712,PAY70712,2026-04-17,343.44,0.18,0.0,0.0,61.82,61.82
GST70713,ORD10713,PAY70713,2026-04-17,529.75,0.18,0.0,0.0,95.35,95.35
GST70714,ORD10714,PAY70714,2026-04-17,293.24,0.18,0.0,0.0,52.78,52.78
GST70715,ORD10715,PAY70715,2026-04-17,190.33,0.18,0.0,0.0,34.26,34.26
GST70716,ORD10716,PAY70716,2026-04-17,366.1,0.18,0.0,0.0,65.9,65.9
GST70717,ORD10717,PAY70717,2026-04-17,120.58,0.18,0.0,0.0,21.7,21.7
GST70719,ORD10719,PAY70719,2026-04-17,324.55,0.18,0.0,0.0,58.42,58.42
GST70720,ORD10720,PAY70720,2026-04-16,175.49,0.18,0.0,0.0,31.59,31.59
GST70721,ORD10721,PAY70721,2026-04-16,61.24,0.18,0.0,0.0,11.02,11.02
GST70722,ORD10722,PAY70722,2026-04-16,169.45,0.18,0.0,0.0,30.5,30.5
GST70723,ORD10723,PAY70723,2026-04-16,129.09,0.18,0.0,0.0,23.24,23.24
GST70724,ORD10724,PAY70724,2026-04-16,117.93,0.18,0.0,0.0,21.23,21.23
GST70725,ORD10725,PAY70725,2026-04-16,124.18,0.18,0.0,0.0,22.35,22.35
GST70726,ORD10726,PAY70726,2026-04-17,257.39,0.18,0.0,0.0,46.33,46.33
GST70727,ORD10727,PAY70727,2026-04-17,233.1,0.18,0.0,0.0,41.96,41.96
GST70728,ORD10728,PAY70728,2026-04-17,84.38,0.18,7.59,7.59,0.0,15.19
GST70731,ORD10731,PAY70731,2026-04-16,40.63,0.18,0.0,0.0,7.31,7.31
GST70732,ORD10732,PAY70732,2026-04-16,65.41,0.18,0.0,0.0,11.77,11.77
GST70733,ORD10733,PAY70733,2026-04-16,5.91,0.18,0.0,0.0,1.06,1.06
GST70734,ORD10734,PAY70734,2026-04-16,18.73,0.18,0.0,0.0,3.37,3.37
GST70736,ORD10736,PAY70736,2026-04-16,37.41,0.18,0.0,0.0,6.73,6.73
GST70737,ORD10737,PAY70737,2026-04-16,51.7,0.18,0.0,0.0,9.31,9.31
GST70738,ORD10738,PAY70738,2026-04-17,211.89,0.18,0.0,0.0,38.14,38.14
GST70739,ORD10739,PAY70739,2026-04-17,14.87,0.18,0.0,0.0,2.68,2.68
GST70740,ORD10740,PAY70740,2026-04-17,211.84,0.18,0.0,0.0,38.13,38.13
GST70741,ORD10741,PAY70741,2026-04-17,101.63,0.18,0.0,0.0,18.29,18.29
GST70742,ORD10742,PAY70742,2026-04-17,210.77,0.18,0.0,0.0,37.94,37.94
GST70743,ORD10743,PAY70743,2026-04-17,191.77,0.18,0.0,0.0,34.52,34.52
GST70744,ORD10744,PAY70744,2026-04-18,62.69,0.18,0.0,0.0,11.28,11.28
GST70745,ORD10745,PAY70745,2026-04-18,421.81,0.18,0.0,0.0,75.93,75.93
GST70746,ORD10746,PAY70746,2026-04-18,277.96,0.18,0.0,0.0,50.03,50.03
GST70747,ORD10747,PAY70747,2026-04-18,287.39,0.18,0.0,0.0,51.73,51.73
GST70748,ORD10748,PAY70748,2026-04-18,388.38,0.18,0.0,0.0,69.91,69.91
GST70750,ORD10750,PAY70750,2026-04-18,373.0,0.18,0.0,0.0,67.14,67.14
GST70751,ORD10751,PAY70751,2026-04-18,255.53,0.18,0.0,0.0,46.0,46.0
GST70752,ORD10752,PAY70752,2026-04-18,101.89,0.18,0.0,0.0,18.34,18.34
GST70753,ORD10753,PAY70753,2026-04-16,129.37,0.18,0.0,0.0,23.29,23.29
GST70754,ORD10754,PAY70754,2026-04-16,77.14,0.18,0.0,0.0,13.89,13.89
GST70755,ORD10755,PAY70755,2026-04-16,19.76,0.18,0.0,0.0,3.56,3.56
GST70756,ORD10756,PAY70756,2026-04-18,114.84,0.18,0.0,0.0,20.67,20.67
GST70757,ORD10757,PAY70757,2026-04-18,217.0,0.18,0.0,0.0,39.06,39.06
GST70758,ORD10758,PAY70758,2026-04-18,510.44,0.18,0.0,0.0,91.88,91.88
GST70759,ORD10759,PAY70759,2026-04-18,403.03,0.18,0.0,0.0,72.55,72.55
GST70761,ORD10761,PAY70761,2026-04-18,112.97,0.18,0.0,0.0,20.33,20.33
GST70762,ORD10762,PAY70762,2026-04-18,327.4,0.18,0.0,0.0,58.93,58.93
GST70763,ORD10763,PAY70763,2026-04-18,173.49,0.18,0.0,0.0,31.23,31.23
GST70764,ORD10764,PAY70764,2026-04-17,168.27,0.18,0.0,0.0,30.29,30.29
GST70765,ORD10765,PAY70765,2026-04-17,211.48,0.18,0.0,0.0,38.07,38.07
GST70766,ORD10766,PAY70766,2026-04-17,43.51,0.18,0.0,0.0,7.83,7.83
GST70767,ORD10767,PAY70767,2026-04-17,140.56,0.18,12.65,12.65,0.0,25.3
GST70768,ORD10768,PAY70768,2026-04-17,158.56,0.18,0.0,0.0,28.54,28.54
GST70769,ORD10769,PAY70769,2026-04-17,83.49,0.18,7.51,7.51,0.0,15.03
GST70770,ORD10770,PAY70770,2026-04-17,47.39,0.18,4.26,4.26,0.0,8.53
GST70771,ORD10771,PAY70771,2026-04-17,55.32,0.18,0.0,0.0,9.96,9.96
GST70772,ORD10772,PAY70772,2026-04-17,185.94,0.18,0.0,0.0,33.47,33.47
GST70773,ORD10773,PAY70773,2026-04-17,14.92,0.18,1.34,1.34,0.0,2.69
GST70774,ORD10774,PAY70774,2026-04-17,148.94,0.18,0.0,0.0,26.81,26.81
GST70775,ORD10775,PAY70775,2026-04-17,66.87,0.18,6.02,6.02,0.0,12.04
GST70777,ORD10777,PAY70777,2026-04-17,48.85,0.18,0.0,0.0,8.79,8.79
GST70778,ORD10778,PAY70778,2026-04-18,431.76,0.18,0.0,0.0,77.72,77.72
GST70779,ORD10779,PAY70779,2026-04-18,62.79,0.18,5.65,5.65,0.0,11.3
GST70780,ORD10780,PAY70780,2026-04-18,109.66,0.18,0.0,0.0,19.74,19.74
GST70781,ORD10781,PAY70781,2026-04-17,42.23,0.18,0.0,0.0,7.6,7.6
GST70782,ORD10782,PAY70782,2026-04-17,44.53,0.18,0.0,0.0,8.02,8.02
GST70783,ORD10783,PAY70783,2026-04-17,41.44,0.18,0.0,0.0,7.46,7.46
GST70784,ORD10784,PAY70784,2026-04-17,31.39,0.18,0.0,0.0,5.65,5.65
GST70785,ORD10785,PAY70785,2026-04-18,140.62,0.18,0.0,0.0,25.31,25.31
GST70786,ORD10786,PAY70786,2026-04-18,194.83,0.18,0.0,0.0,35.07,35.07
GST70787,ORD10787,PAY70787,2026-04-18,129.61,0.18,11.66,11.66,0.0,23.33
GST70788,ORD10788,PAY70788,2026-04-18,100.29,0.18,0.0,0.0,18.05,18.05
GST70789,ORD10789,PAY70789,2026-04-18,143.49,0.18,0.0,0.0,25.83,25.83
GST70790,ORD10790,PAY70790,2026-04-18,109.45,0.18,0.0,0.0,19.7,19.7
GST70791,ORD10791,PAY70791,2026-04-18,91.83,0.18,0.0,0.0,16.53,16.53
GST70792,ORD10792,PAY70792,2026-04-18,127.81,0.18,0.0,0.0,23.01,23.01
GST70793,ORD10793,PAY70793,2026-04-18,105.93,0.18,0.0,0.0,19.07,19.07
GST70794,ORD10794,PAY70794,2026-04-19,162.88,0.18,0.0,0.0,29.32,29.32
GST70795,ORD10795,PAY70795,2026-04-19,63.68,0.18,0.0,0.0,11.46,11.46
GST70796,ORD10796,PAY70796,2026-04-19,29.8,0.18,0.0,0.0,5.36,5.36
GST70797,ORD10797,PAY70797,2026-04-17,143.64,0.18,0.0,0.0,25.86,25.86
GST70799,ORD10799,PAY70799,2026-04-17,76.42,0.18,0.0,0.0,13.76,13.76
GST70800,ORD10800,PAY70800,2026-04-17,57.73,0.18,5.2,5.2,0.0,10.39
GST70801,ORD10801,PAY70801,2026-04-17,68.18,0.18,0.0,0.0,12.27,12.27
GST70802,ORD10802,PAY70802,2026-04-19,187.49,0.18,0.0,0.0,33.75,33.75
GST70804,ORD10804,PAY70804,2026-04-19,168.74,0.18,0.0,0.0,30.37,30.37
GST70805,ORD10805,PAY70805,2026-04-19,151.11,0.18,0.0,0.0,27.2,27.2
GST70806,ORD10806,PAY70806,2026-04-19,106.6,0.18,0.0,0.0,19.19,19.19
GST70807,ORD10807,PAY70807,2026-04-19,448.51,0.18,0.0,0.0,80.73,80.73
GST70808,ORD10808,PAY70808,2026-04-19,265.66,0.18,0.0,0.0,47.82,47.82
GST70809,ORD10809,PAY70809,2026-04-18,50.72,0.18,0.0,0.0,9.13,9.13
GST70810,ORD10810,PAY70810,2026-04-18,138.13,0.18,0.0,0.0,24.86,24.86
GST70811,ORD10811,PAY70811,2026-04-18,234.75,0.18,21.12,21.12,0.0,42.25
GST70812,ORD10812,PAY70812,2026-04-18,255.3,0.18,0.0,0.0,45.95,45.95
GST70813,ORD10813,PAY70813,2026-04-18,53.17,0.18,0.0,0.0,9.57,9.57
GST70814,ORD10814,PAY70814,2026-04-18,153.52,0.18,0.0,0.0,27.63,27.63
GST70815,ORD10815,PAY70815,2026-04-18,192.37,0.18,0.0,0.0,34.63,34.63
GST70816,ORD10816,PAY70816,2026-04-18,158.1,0.18,0.0,0.0,28.46,28.46
GST70817,ORD10817,PAY70817,2026-04-18,241.9,0.18,0.0,0.0,43.54,43.54
GST70818,ORD10818,PAY70818,2026-04-18,107.33,0.18,0.0,0.0,19.32,19.32
GST70820,ORD10820,PAY70820,2026-04-18,149.4,0.18,13.45,13.45,0.0,26.89
GST70821,ORD10821,PAY70821,2026-04-18,118.81,0.18,0.0,0.0,21.39,21.39
GST70823,ORD10823,PAY70823,2026-04-18,99.33,0.18,0.0,0.0,17.88,17.88
GST70824,ORD10824,PAY70824,2026-04-18,198.7,0.18,17.89,17.89,0.0,35.77
GST70826,ORD10826,PAY70826,2026-04-19,608.98,0.18,0.0,0.0,109.62,109.62
GST70827,ORD10827,PAY70827,2026-04-19,554.03,0.18,0.0,0.0,99.73,99.73
GST70828,ORD10828,PAY70828,2026-04-19,98.42,0.18,0.0,0.0,17.72,17.72
GST70830,ORD10830,PAY70830,2026-04-19,410.47,0.18,0.0,0.0,73.88,73.88
GST70831,ORD10831,PAY70831,2026-04-19,581.2,0.18,0.0,0.0,104.62,104.62
GST70832,ORD10832,PAY70832,2026-04-19,257.69,0.18,0.0,0.0,46.38,46.38
GST70833,ORD10833,PAY70833,2026-04-19,131.78,0.18,0.0,0.0,23.72,23.72
GST70834,ORD10834,PAY70834,2026-04-19,464.26,0.18,41.78,41.78,0.0,83.57
GST70835,ORD10835,PAY70835,2026-04-18,46.34,0.18,0.0,0.0,8.34,8.34
GST70836,ORD10836,PAY70836,2026-04-18,29.19,0.18,0.0,0.0,5.25,5.25
GST70837,ORD10837,PAY70837,2026-04-18,44.91,0.18,0.0,0.0,8.08,8.08
GST70838,ORD10838,PAY70838,2026-04-18,16.21,0.18,0.0,0.0,2.92,2.92
GST70839,ORD10839,PAY70839,2026-04-18,84.47,0.18,0.0,0.0,15.2,15.2
GST70840,ORD10840,PAY70840,2026-04-18,35.77,0.18,0.0,0.0,6.44,6.44
GST70841,ORD10841,PAY70841,2026-04-18,73.43,0.18,0.0,0.0,13.22,13.22
GST70842,ORD10842,PAY70842,2026-04-18,18.94,0.18,0.0,0.0,3.41,3.41
GST70844,ORD10844,PAY70844,2026-04-19,145.3,0.18,0.0,0.0,26.15,26.15
GST70845,ORD10845,PAY70845,2026-04-19,194.63,0.18,0.0,0.0,35.03,35.03
GST70846,ORD10846,PAY70846,2026-04-19,139.74,0.18,0.0,0.0,25.15,25.15
GST70847,ORD10847,PAY70847,2026-04-19,158.86,0.18,0.0,0.0,28.59,28.59
GST70848,ORD10848,PAY70848,2026-04-20,201.2,0.18,0.0,0.0,36.22,36.22
GST70849,ORD10849,PAY70849,2026-04-20,246.35,0.18,0.0,0.0,44.34,44.34
GST70850,ORD10850,PAY70850,2026-04-20,47.74,0.18,0.0,0.0,8.59,8.59
GST70851,ORD10851,PAY70851,2026-04-20,181.84,0.18,0.0,0.0,32.73,32.73
GST70852,ORD10852,PAY70852,2026-04-18,86.78,0.18,0.0,0.0,15.62,15.62
GST70853,ORD10853,PAY70853,2026-04-18,24.24,0.18,0.0,0.0,4.36,4.36
GST70854,ORD10854,PAY70854,2026-04-18,10.01,0.18,0.0,0.0,1.8,1.8
GST70855,ORD10855,PAY70855,2026-04-18,50.39,0.18,0.0,0.0,9.07,9.07
GST70856,ORD10856,PAY70856,2026-04-18,75.39,0.18,0.0,0.0,13.57,13.57
GST70857,ORD10857,PAY70857,2026-04-18,63.35,0.18,0.0,0.0,11.4,11.4
GST70859,ORD10859,PAY70859,2026-04-20,342.99,0.18,0.0,0.0,61.74,61.74
GST70860,ORD10860,PAY70860,2026-04-20,146.67,0.18,0.0,0.0,26.4,26.4
GST70861,ORD10861,PAY70861,2026-04-20,211.75,0.18,0.0,0.0,38.12,38.12
GST70862,ORD10862,PAY70862,2026-04-20,323.19,0.18,0.0,0.0,58.17,58.17
GST70864,ORD10864,PAY70864,2026-04-19,80.06,0.18,0.0,0.0,14.41,14.41
GST70865,ORD10865,PAY70865,2026-04-19,206.2,0.18,0.0,0.0,37.12,37.12
GST70868,ORD10868,PAY70868,2026-04-19,167.25,0.18,0.0,0.0,30.11,30.11
GST70870,ORD10870,PAY70870,2026-04-19,84.65,0.18,0.0,0.0,15.24,15.24
GST70871,ORD10871,PAY70871,2026-04-19,220.2,0.18,0.0,0.0,39.64,39.64
GST70872,ORD10872,PAY70872,2026-04-19,6.39,0.18,0.0,0.0,1.15,1.15
GST70873,ORD10873,PAY70873,2026-04-19,48.95,0.18,4.41,4.41,0.0,8.81
GST70874,ORD10874,PAY70874,2026-04-19,38.9,0.18,0.0,0.0,7.0,7.0
GST70875,ORD10875,PAY70875,2026-04-19,154.5,0.18,0.0,0.0,27.81,27.81
GST70876,ORD10876,PAY70876,2026-04-19,85.23,0.18,0.0,0.0,15.34,15.34
GST70877,ORD10877,PAY70877,2026-04-19,121.48,0.18,0.0,0.0,21.87,21.87
GST70878,ORD10878,PAY70878,2026-04-19,118.56,0.18,0.0,0.0,21.34,21.34
GST70879,ORD10879,PAY70879,2026-04-19,117.8,0.18,0.0,0.0,21.2,21.2
GST70880,ORD10880,PAY70880,2026-04-19,49.46,0.18,0.0,0.0,8.9,8.9
GST70881,ORD10881,PAY70881,2026-04-19,77.28,0.18,0.0,0.0,13.91,13.91
GST70882,ORD10882,PAY70882,2026-04-19,61.18,0.18,0.0,0.0,11.01,11.01
GST70883,ORD10883,PAY70883,2026-04-20,159.86,0.18,0.0,0.0,28.77,28.77
GST70884,ORD10884,PAY70884,2026-04-20,64.3,0.18,0.0,0.0,11.57,11.57
GST70885,ORD10885,PAY70885,2026-04-20,123.11,0.18,0.0,0.0,22.16,22.16
GST70886,ORD10886,PAY70886,2026-04-20,104.26,0.18,0.0,0.0,18.77,18.77
GST70887,ORD10887,PAY70887,2026-04-20,42.22,0.18,0.0,0.0,7.6,7.6
GST70889,ORD10889,PAY70889,2026-04-19,22.96,0.18,0.0,0.0,4.13,4.13
GST70890,ORD10890,PAY70890,2026-04-19,42.64,0.18,0.0,0.0,7.68,7.68
GST70891,ORD10891,PAY70891,2026-04-19,66.54,0.18,0.0,0.0,11.98,11.98
GST70892,ORD10892,PAY70892,2026-04-19,11.58,0.18,0.0,0.0,2.08,2.08
GST70893,ORD10893,PAY70893,2026-04-19,36.83,0.18,0.0,0.0,6.63,6.63
GST70894,ORD10894,PAY70894,2026-04-19,19.81,0.18,0.0,0.0,3.57,3.57
GST70896,ORD10896,PAY70896,2026-04-19,46.18,0.18,0.0,0.0,8.31,8.31
GST70897,ORD10897,PAY70897,2026-04-19,7.42,0.18,0.0,0.0,1.34,1.34
GST70898,ORD10898,PAY70898,2026-04-20,38.71,0.18,0.0,0.0,6.97,6.97
GST70899,ORD10899,PAY70899,2026-04-20,37.12,0.18,0.0,0.0,6.68,6.68
GST70900,ORD10900,PAY70900,2026-04-20,41.07,0.18,0.0,0.0,7.39,7.39
GST70901,ORD10901,PAY70901,2026-04-20,64.05,0.18,0.0,0.0,11.53,11.53
GST70902,ORD10902,PAY70902,2026-04-20,127.12,0.18,0.0,0.0,22.88,22.88
GST70903,ORD10903,PAY70903,2026-04-21,16.54,0.18,0.0,0.0,2.98,2.98
GST70904,ORD10904,PAY70904,2026-04-21,204.89,0.18,0.0,0.0,36.88,36.88
GST70905,ORD10905,PAY70905,2026-04-21,428.57,0.18,0.0,0.0,77.14,77.14
GST70906,ORD10906,PAY70906,2026-04-21,205.8,0.18,0.0,0.0,37.04,37.04
GST70907,ORD10907,PAY70907,2026-04-21,350.55,0.18,0.0,0.0,63.1,63.1
GST70908,ORD10908,PAY70908,2026-04-21,238.77,0.18,0.0,0.0,42.98,42.98
GST70909,ORD10909,PAY70909,2026-04-21,209.78,0.18,0.0,0.0,37.76,37.76
GST70910,ORD10910,PAY70910,2026-04-21,263.08,0.18,23.68,23.68,0.0,47.35
GST70911,ORD10911,PAY70911,2026-04-21,230.47,0.18,0.0,0.0,41.48,41.48
GST70912,ORD10912,PAY70912,2026-04-19,108.32,0.18,9.75,9.75,0.0,19.5
GST70914,ORD10914,PAY70914,2026-04-19,57.9,0.18,0.0,0.0,10.42,10.42
GST70915,ORD10915,PAY70915,2026-04-19,10.41,0.18,0.0,0.0,1.87,1.87
GST70916,ORD10916,PAY70916,2026-04-21,318.1,0.18,0.0,0.0,57.26,57.26
GST70917,ORD10917,PAY70917,2026-04-21,247.22,0.18,0.0,0.0,44.5,44.5
GST70919,ORD10919,PAY70919,2026-04-21,290.28,0.18,0.0,0.0,52.25,52.25
GST70920,ORD10920,PAY70920,2026-04-21,367.73,0.18,0.0,0.0,66.19,66.19
GST70921,ORD10921,PAY70921,2026-04-20,9.95,0.18,0.0,0.0,1.79,1.79
GST70922,ORD10922,PAY70922,2026-04-20,123.01,0.18,0.0,0.0,22.14,22.14
GST70923,ORD10923,PAY70923,2026-04-20,6.33,0.18,0.0,0.0,1.14,1.14
GST70924,ORD10924,PAY70924,2026-04-20,81.79,0.18,0.0,0.0,14.72,14.72
GST70925,ORD10925,PAY70925,2026-04-20,168.73,0.18,0.0,0.0,30.37,30.37
GST70926,ORD10926,PAY70926,2026-04-20,87.65,0.18,0.0,0.0,15.78,15.78
GST70928,ORD10928,PAY70928,2026-04-20,131.24,0.18,0.0,0.0,23.62,23.62
GST70929,ORD10929,PAY70929,2026-04-20,68.85,0.18,0.0,0.0,12.39,12.39
GST70930,ORD10930,PAY70930,2026-04-20,203.08,0.18,0.0,0.0,36.55,36.55
GST70931,ORD10931,PAY70931,2026-04-20,140.61,0.18,0.0,0.0,25.31,25.31
GST70932,ORD10932,PAY70932,2026-04-20,129.48,0.18,0.0,0.0,23.31,23.31
GST70933,ORD10933,PAY70933,2026-04-20,64.15,0.18,0.0,0.0,11.55,11.55
GST70935,ORD10935,PAY70935,2026-04-20,100.71,0.18,0.0,0.0,18.13,18.13
GST70936,ORD10936,PAY70936,2026-04-21,157.2,0.18,0.0,0.0,28.3,28.3
GST70937,ORD10937,PAY70937,2026-04-21,111.98,0.18,0.0,0.0,20.16,20.16
GST70938,ORD10938,PAY70938,2026-04-21,73.94,0.18,0.0,0.0,13.31,13.31
GST70940,ORD10940,PAY70940,2026-04-21,316.08,0.18,0.0,0.0,56.89,56.89
GST70941,ORD10941,PAY70941,2026-04-20,10.06,0.18,0.0,0.0,1.81,1.81
GST70944,ORD10944,PAY70944,2026-04-21,59.39,0.18,0.0,0.0,10.69,10.69
GST70945,ORD10945,PAY70945,2026-04-21,78.16,0.18,0.0,0.0,14.07,14.07
GST70946,ORD10946,PAY70946,2026-04-21,85.8,0.18,0.0,0.0,15.44,15.44
GST70947,ORD10947,PAY70947,2026-04-21,110.99,0.18,0.0,0.0,19.98,19.98
GST70949,ORD10949,PAY70949,2026-04-21,177.81,0.18,0.0,0.0,32.01,32.01
GST70950,ORD10950,PAY70950,2026-04-21,205.57,0.18,0.0,0.0,37.0,37.0
GST70951,ORD10951,PAY70951,2026-04-21,217.04,0.18,0.0,0.0,39.07,39.07
GST70952,ORD10952,PAY70952,2026-04-21,179.0,0.18,16.11,16.11,0.0,32.22
GST70953,ORD10953,PAY70953,2026-04-21,55.63,0.18,0.0,0.0,10.01,10.01
GST70954,ORD10954,PAY70954,2026-04-22,316.87,0.18,0.0,0.0,57.04,57.04
GST70955,ORD10955,PAY70955,2026-04-22,404.21,0.18,0.0,0.0,72.76,72.76
GST70956,ORD10956,PAY70956,2026-04-22,304.89,0.18,0.0,0.0,54.88,54.88
GST70957,ORD10957,PAY70957,2026-04-20,31.86,0.18,0.0,0.0,5.73,5.73
GST70958,ORD10958,PAY70958,2026-04-20,36.42,0.18,0.0,0.0,6.56,6.56
GST70959,ORD10959,PAY70959,2026-04-20,81.78,0.18,0.0,0.0,14.72,14.72
