fee_id,order_id,payment_id,settlement_date,platform_fee,gateway_fee,total_fee_before_gst,gst_on_fees,total_fee_with_gst
FEE70677,ORD10677,PAY70677,2026-04-16,97.88,10.88,108.76,19.58,128.34
FEE70678,ORD10678,PAY70678,2026-04-16,177.51,19.72,197.23,35.5,232.73
FEE70679,ORD10679,PAY70679,2026-04-16,32.41,18.91,51.32,9.24,60.56
FEE70680,ORD10680,PAY70680,2026-04-16,267.27,96.51,363.78,65.48,429.26
FEE70681,ORD10681,PAY70681,2026-04-16,300.08,175.05,475.13,85.52,560.65
FEE70682,ORD10682,PAY70682,2026-04-15,9.74,5.22,14.96,2.69,17.65
FEE70683,ORD10683,PAY70683,2026-04-15,44.49,33.36,77.85,14.01,91.86
FEE70684,ORD10684,PAY70684,2026-04-15,6.33,0.9,7.23,1.3,8.53
FEE70686,ORD10686,PAY70686,2026-04-15,24.06,3.44,27.5,4.95,32.45
FEE70687,ORD10687,PAY70687,2026-04-15,15.96,2.28,18.24,3.28,21.52
FEE70688,ORD10688,PAY70688,2026-04-15,18.77,14.08,32.85,5.91,38.76
FEE70689,ORD10689,PAY70689,2026-04-15,6.01,3.22,9.23,1.66,10.89
FEE70691,ORD10691,PAY70691,2026-04-16,27.19,2.72,29.91,5.38,35.29
FEE70692,ORD10692,PAY70692,2026-04-16,126.48,41.11,167.59,30.17,197.76
FEE70693,ORD10693,PAY70693,2026-04-16,119.41,11.94,131.35,23.64,154.99
FEE70694,ORD10694,PAY70694,2026-04-16,27.15,8.82,35.97,6.47,42.44
FEE70695,ORD10695,PAY70695,2026-04-16,105.51,39.57,145.08,26.11,171.19
FEE70696,ORD10696,PAY70696,2026-04-16,13.4,1.34,14.74,2.65,17.39
FEE70697,ORD10697,PAY70697,2026-04-16,53.34,28.0,81.34,14.64,95.98
FEE70698,ORD10698,PAY70698,2026-04-16,34.91,18.33,53.24,9.58,62.82
FEE70699,ORD10699,PAY70699,2026-04-16,29.69,2.97,32.66,5.88,38.54
FEE70700,ORD10700,PAY70700,2026-04-17,194.77,24.35,219.12,39.44,258.56
FEE70701,ORD10701,PAY70701,2026-04-17,163.91,66.59,230.5,41.49,271.99
FEE70702,ORD10702,PAY70702,2026-04-17,102.56,12.82,115.38,20.77,136.15
FEE70703,ORD10703,PAY70703,2026-04-17,258.97,121.39,380.36,68.46,448.82
FEE70704,ORD10704,PAY70704,2026-04-17,280.9,131.67,412.57,74.26,486.83
FEE70705,ORD10705,PAY70705,2026-04-15,57.94,9.66,67.6,12.17,79.77
FEE70706,ORD10706,PAY70706,2026-04-15,21.4,13.37,34.77,6.26,41.03
FEE70707,ORD10707,PAY70707,2026-04-15,14.37,8.98,23.35,4.2,27.55
FEE70708,ORD10708,PAY70708,2026-04-15,73.78,12.3,86.08,15.49,101.57
FEE70709,ORD10709,PAY70709,2026-04-15,59.94,52.45,112.39,20.23,132.62
FEE70710,ORD10710,PAY70710,2026-04-15,69.43,60.75,130.18,23.43,153.61
FEE70711,ORD10711,PAY70711,2026-04-15,55.31,34.57,89.88,16.18,106.06
FEE70712,ORD10712,PAY70712,2026-04-17,232.48,110.96,343.44,61.82,405.26
FEE70713,ORD10713,PAY70713,2026-04-17,358.6,171.15,529.75,95.35,625.1
FEE70714,ORD10714,PAY70714,2026-04-17,268.8,24.44,293.24,52.78,346.02
FEE70715,ORD10715,PAY70715,2026-04-17,174.47,15.86,190.33,34.26,224.59
FEE70716,ORD10716,PAY70716,2026-04-17,335.59,30.51,366.1,65.9,432.0
FEE70717,ORD10717,PAY70717,2026-04-17,81.62,38.96,120.58,21.7,142.28
FEE70719,ORD10719,PAY70719,2026-04-17,297.5,27.05,324.55,58.42,382.97
FEE70720,ORD10720,PAY70720,2026-04-16,157.02,18.47,175.49,31.59,207.08
FEE70721,ORD10721,PAY70721,2026-04-16,54.79,6.45,61.24,11.02,72.26
FEE70722,ORD10722,PAY70722,2026-04-16,151.61,17.84,169.45,30.5,199.95
FEE70723,ORD10723,PAY70723,2026-04-16,90.06,39.03,129.09,23.24,152.33
FEE70724,ORD10724,PAY70724,2026-04-16,104.06,13.87,117.93,21.23,139.16
FEE70725,ORD10725,PAY70725,2026-04-16,86.64,37.54,124.18,22.35,146.53
FEE70726,ORD10726,PAY70726,2026-04-17,231.65,25.74,257.39,46.33,303.72
FEE70727,ORD10727,PAY70727,2026-04-17,209.79,23.31,233.1,41.96,275.06
FEE70728,ORD10728,PAY70728,2026-04-17,53.29,31.09,84.38,15.19,99.57
FEE70731,ORD10731,PAY70731,2026-04-16,35.55,5.08,40.63,7.31,47.94
FEE70732,ORD10732,PAY70732,2026-04-16,37.38,28.03,65.41,11.77,77.18
FEE70733,ORD10733,PAY70733,2026-04-16,5.17,0.74,5.91,1.06,6.97
FEE70734,ORD10734,PAY70734,2026-04-16,16.39,2.34,18.73,3.37,22.1
FEE70736,ORD10736,PAY70736,2026-04-16,32.73,4.68,37.41,6.73,44.14
FEE70737,ORD10737,PAY70737,2026-04-16,29.54,22.16,51.7,9.31,61.01
FEE70738,ORD10738,PAY70738,2026-04-17,159.92,51.97,211.89,38.14,250.03
FEE70739,ORD10739,PAY70739,2026-04-17,9.75,5.12,14.87,2.68,17.55
FEE70740,ORD10740,PAY70740,2026-04-17,138.91,72.93,211.84,38.13,249.97
FEE70741,ORD10741,PAY70741,2026-04-17,73.91,27.72,101.63,18.29,119.92
FEE70742,ORD10742,PAY70742,2026-04-17,138.21,72.56,210.77,37.94,248.71
FEE70743,ORD10743,PAY70743,2026-04-17,174.34,17.43,191.77,34.52,226.29
FEE70744,ORD10744,PAY70744,2026-04-18,55.72,6.97,62.69,11.28,73.97
FEE70745,ORD10745,PAY70745,2026-04-18,254.68,167.13,421.81,75.93,497.74
FEE70746,ORD10746,PAY70746,2026-04-18,247.08,30.88,277.96,50.03,327.99
FEE70747,ORD10747,PAY70747,2026-04-18,255.46,31.93,287.39,51.73,339.12
FEE70748,ORD10748,PAY70748,2026-04-18,276.18,112.2,388.38,69.91,458.29
FEE70750,ORD10750,PAY70750,2026-04-18,225.21,147.79,373.0,67.14,440.14
FEE70751,ORD10751,PAY70751,2026-04-18,227.14,28.39,255.53,46.0,301.53
FEE70752,ORD10752,PAY70752,2026-04-18,90.57,11.32,101.89,18.34,120.23
FEE70753,ORD10753,PAY70753,2026-04-16,69.0,60.37,129.37,23.29,152.66
FEE70754,ORD10754,PAY70754,2026-04-16,47.47,29.67,77.14,13.89,91.03
FEE70755,ORD10755,PAY70755,2026-04-16,16.94,2.82,19.76,3.56,23.32
FEE70756,ORD10756,PAY70756,2026-04-18,105.27,9.57,114.84,20.67,135.51
FEE70757,ORD10757,PAY70757,2026-04-18,198.92,18.08,217.0,39.06,256.06
FEE70758,ORD10758,PAY70758,2026-04-18,345.53,164.91,510.44,91.88,602.32
FEE70759,ORD10759,PAY70759,2026-04-18,272.82,130.21,403.03,72.55,475.58
FEE70761,ORD10761,PAY70761,2026-04-18,103.56,9.41,112.97,20.33,133.3
FEE70762,ORD10762,PAY70762,2026-04-18,300.12,27.28,327.4,58.93,386.33
FEE70763,ORD10763,PAY70763,2026-04-18,159.03,14.46,173.49,31.23,204.72
FEE70764,ORD10764,PAY70764,2026-04-17,150.56,17.71,168.27,30.29,198.56
FEE70765,ORD10765,PAY70765,2026-04-17,130.73,80.75,211.48,38.07,249.55
FEE70766,ORD10766,PAY70766,2026-04-17,38.93,4.58,43.51,7.83,51.34
FEE70767,ORD10767,PAY70767,2026-04-17,86.89,53.67,140.56,25.3,165.86
FEE70768,ORD10768,PAY70768,2026-04-17,110.02,48.54,158.56,28.54,187.1
FEE70769,ORD10769,PAY70769,2026-04-17,74.7,8.79,83.49,15.03,98.52
FEE70770,ORD10770,PAY70770,2026-04-17,42.4,4.99,47.39,8.53,55.92
FEE70771,ORD10771,PAY70771,2026-04-17,49.5,5.82,55.32,9.96,65.28
FEE70772,ORD10772,PAY70772,2026-04-17,134.51,51.43,185.94,33.47,219.41
FEE70773,ORD10773,PAY70773,2026-04-17,13.16,1.76,14.92,2.69,17.61
FEE70774,ORD10774,PAY70774,2026-04-17,131.42,17.52,148.94,26.81,175.75
FEE70775,ORD10775,PAY70775,2026-04-17,59.0,7.87,66.87,12.04,78.91
FEE70777,ORD10777,PAY70777,2026-04-17,43.1,5.75,48.85,8.79,57.64
FEE70778,ORD10778,PAY70778,2026-04-18,388.58,43.18,431.76,77.72,509.48
FEE70779,ORD10779,PAY70779,2026-04-18,56.51,6.28,62.79,11.3,74.09
FEE70780,ORD10780,PAY70780,2026-04-18,98.69,10.97,109.66,19.74,129.4
FEE70781,ORD10781,PAY70781,2026-04-17,36.95,5.28,42.23,7.6,49.83
FEE70782,ORD10782,PAY70782,2026-04-17,30.41,14.12,44.53,8.02,52.55
FEE70783,ORD10783,PAY70783,2026-04-17,23.68,17.76,41.44,7.46,48.9
FEE70784,ORD10784,PAY70784,2026-04-17,20.44,10.95,31.39,5.65,37.04
FEE70785,ORD10785,PAY70785,2026-04-18,127.84,12.78,140.62,25.31,165.93
FEE70786,ORD10786,PAY70786,2026-04-18,127.76,67.07,194.83,35.07,229.9
FEE70787,ORD10787,PAY70787,2026-04-18,94.26,35.35,129.61,23.33,152.94
FEE70788,ORD10788,PAY70788,2026-04-18,72.94,27.35,100.29,18.05,118.34
FEE70789,ORD10789,PAY70789,2026-04-18,130.45,13.04,143.49,25.83,169.32
FEE70790,ORD10790,PAY70790,2026-04-18,99.5,9.95,109.45,19.7,129.15
FEE70791,ORD10791,PAY70791,2026-04-18,83.48,8.35,91.83,16.53,108.36
FEE70792,ORD10792,PAY70792,2026-04-18,83.81,44.0,127.81,23.01,150.82
FEE70793,ORD10793,PAY70793,2026-04-18,79.95,25.98,105.93,19.07,125.0
FEE70794,ORD10794,PAY70794,2026-04-19,98.34,64.54,162.88,29.32,192.2
FEE70795,ORD10795,PAY70795,2026-04-19,56.6,7.08,63.68,11.46,75.14
FEE70796,ORD10796,PAY70796,2026-04-19,20.29,9.51,29.8,5.36,35.16
FEE70797,ORD10797,PAY70797,2026-04-17,76.61,67.03,143.64,25.86,169.5
FEE70799,ORD10799,PAY70799,2026-04-17,40.76,35.66,76.42,13.76,90.18
FEE70800,ORD10800,PAY70800,2026-04-17,49.48,8.25,57.73,10.39,68.12
FEE70801,ORD10801,PAY70801,2026-04-17,58.44,9.74,68.18,12.27,80.45
FEE70802,ORD10802,PAY70802,2026-04-19,171.87,15.62,187.49,33.75,221.24
FEE70804,ORD10804,PAY70804,2026-04-19,114.22,54.52,168.74,30.37,199.11
FEE70805,ORD10805,PAY70805,2026-04-19,138.52,12.59,151.11,27.2,178.31
FEE70806,ORD10806,PAY70806,2026-04-19,82.29,24.31,106.6,19.19,125.79
FEE70807,ORD10807,PAY70807,2026-04-19,334.48,114.03,448.51,80.73,529.24
FEE70808,ORD10808,PAY70808,2026-04-19,243.52,22.14,265.66,47.82,313.48
FEE70809,ORD10809,PAY70809,2026-04-18,36.69,14.03,50.72,9.13,59.85
FEE70810,ORD10810,PAY70810,2026-04-18,85.39,52.74,138.13,24.86,162.99
FEE70811,ORD10811,PAY70811,2026-04-18,162.89,71.86,234.75,42.25,277.0
FEE70812,ORD10812,PAY70812,2026-04-18,157.82,97.48,255.3,45.95,301.25
FEE70813,ORD10813,PAY70813,2026-04-18,47.57,5.6,53.17,9.57,62.74
FEE70814,ORD10814,PAY70814,2026-04-18,111.06,42.46,153.52,27.63,181.15
FEE70815,ORD10815,PAY70815,2026-04-18,118.92,73.45,192.37,34.63,227.0
FEE70816,ORD10816,PAY70816,2026-04-18,109.7,48.4,158.1,28.46,186.56
FEE70817,ORD10817,PAY70817,2026-04-18,167.85,74.05,241.9,43.54,285.44
FEE70818,ORD10818,PAY70818,2026-04-18,66.35,40.98,107.33,19.32,126.65
FEE70820,ORD10820,PAY70820,2026-04-18,131.82,17.58,149.4,26.89,176.29
FEE70821,ORD10821,PAY70821,2026-04-18,104.83,13.98,118.81,21.39,140.2
FEE70823,ORD10823,PAY70823,2026-04-18,58.43,40.9,99.33,17.88,117.21
FEE70824,ORD10824,PAY70824,2026-04-18,132.47,66.23,198.7,35.77,234.47
FEE70826,ORD10826,PAY70826,2026-04-19,384.62,224.36,608.98,109.62,718.6
FEE70827,ORD10827,PAY70827,2026-04-19,391.08,162.95,554.03,99.73,653.76
FEE70828,ORD10828,PAY70828,2026-04-19,69.47,28.95,98.42,17.72,116.14
FEE70830,ORD10830,PAY70830,2026-04-19,369.42,41.05,410.47,73.88,484.35
FEE70831,ORD10831,PAY70831,2026-04-19,367.07,214.13,581.2,104.62,685.82
FEE70832,ORD10832,PAY70832,2026-04-19,162.75,94.94,257.69,46.38,304.07
FEE70833,ORD10833,PAY70833,2026-04-19,118.6,13.18,131.78,23.72,155.5
FEE70834,ORD10834,PAY70834,2026-04-19,341.09,123.17,464.26,83.57,547.83
FEE70835,ORD10835,PAY70835,2026-04-18,26.48,19.86,46.34,8.34,54.68
FEE70836,ORD10836,PAY70836,2026-04-18,25.54,3.65,29.19,5.25,34.44
FEE70837,ORD10837,PAY70837,2026-04-18,25.66,19.25,44.91,8.08,52.99
FEE70838,ORD10838,PAY70838,2026-04-18,9.26,6.95,16.21,2.92,19.13
FEE70839,ORD10839,PAY70839,2026-04-18,48.27,36.2,84.47,15.2,99.67
FEE70840,ORD10840,PAY70840,2026-04-18,20.44,15.33,35.77,6.44,42.21
FEE70841,ORD10841,PAY70841,2026-04-18,41.96,31.47,73.43,13.22,86.65
FEE70842,ORD10842,PAY70842,2026-04-18,12.33,6.61,18.94,3.41,22.35
FEE70844,ORD10844,PAY70844,2026-04-19,109.66,35.64,145.3,26.15,171.45
FEE70845,ORD10845,PAY70845,2026-04-19,141.55,53.08,194.63,35.03,229.66
FEE70846,ORD10846,PAY70846,2026-04-19,91.63,48.11,139.74,25.15,164.89
FEE70847,ORD10847,PAY70847,2026-04-19,144.42,14.44,158.86,28.59,187.45
FEE70848,ORD10848,PAY70848,2026-04-20,121.48,79.72,201.2,36.22,237.42
FEE70849,ORD10849,PAY70849,2026-04-20,218.98,27.37,246.35,44.34,290.69
FEE70850,ORD10850,PAY70850,2026-04-20,42.44,5.3,47.74,8.59,56.33
FEE70851,ORD10851,PAY70851,2026-04-20,109.79,72.05,181.84,32.73,214.57
FEE70852,ORD10852,PAY70852,2026-04-18,46.28,40.5,86.78,15.62,102.4
FEE70853,ORD10853,PAY70853,2026-04-18,20.78,3.46,24.24,4.36,28.6
FEE70854,ORD10854,PAY70854,2026-04-18,8.58,1.43,10.01,1.8,11.81
FEE70855,ORD10855,PAY70855,2026-04-18,43.19,7.2,50.39,9.07,59.46
FEE70856,ORD10856,PAY70856,2026-04-18,64.62,10.77,75.39,13.57,88.96
FEE70857,ORD10857,PAY70857,2026-04-18,54.3,9.05,63.35,11.4,74.75
FEE70859,ORD10859,PAY70859,2026-04-20,255.79,87.2,342.99,61.74,404.73
FEE70860,ORD10860,PAY70860,2026-04-20,113.22,33.45,146.67,26.4,173.07
FEE70861,ORD10861,PAY70861,2026-04-20,143.34,68.41,211.75,38.12,249.87
FEE70862,ORD10862,PAY70862,2026-04-20,296.26,26.93,323.19,58.17,381.36
FEE70864,ORD10864,PAY70864,2026-04-19,71.63,8.43,80.06,14.41,94.47
FEE70865,ORD10865,PAY70865,2026-04-19,127.47,78.73,206.2,37.12,243.32
FEE70868,ORD10868,PAY70868,2026-04-19,116.05,51.2,167.25,30.11,197.36
FEE70870,ORD10870,PAY70870,2026-04-19,52.33,32.32,84.65,15.24,99.89
FEE70871,ORD10871,PAY70871,2026-04-19,159.29,60.91,220.2,39.64,259.84
FEE70872,ORD10872,PAY70872,2026-04-19,5.72,0.67,6.39,1.15,7.54
FEE70873,ORD10873,PAY70873,2026-04-19,43.19,5.76,48.95,8.81,57.76
FEE70874,ORD10874,PAY70874,2026-04-19,34.32,4.58,38.9,7.0,45.9
FEE70875,ORD10875,PAY70875,2026-04-19,136.32,18.18,154.5,27.81,182.31
FEE70876,ORD10876,PAY70876,2026-04-19,56.82,28.41,85.23,15.34,100.57
FEE70877,ORD10877,PAY70877,2026-04-19,80.99,40.49,121.48,21.87,143.35
FEE70878,ORD10878,PAY70878,2026-04-19,79.04,39.52,118.56,21.34,139.9
FEE70879,ORD10879,PAY70879,2026-04-19,103.94,13.86,117.8,21.2,139.0
FEE70880,ORD10880,PAY70880,2026-04-19,43.64,5.82,49.46,8.9,58.36
FEE70881,ORD10881,PAY70881,2026-04-19,68.19,9.09,77.28,13.91,91.19
FEE70882,ORD10882,PAY70882,2026-04-19,53.98,7.2,61.18,11.01,72.19
FEE70883,ORD10883,PAY70883,2026-04-20,100.96,58.9,159.86,28.77,188.63
FEE70884,ORD10884,PAY70884,2026-04-20,57.87,6.43,64.3,11.57,75.87
FEE70885,ORD10885,PAY70885,2026-04-20,110.8,12.31,123.11,22.16,145.27
FEE70886,ORD10886,PAY70886,2026-04-20,93.83,10.43,104.26,18.77,123.03
FEE70887,ORD10887,PAY70887,2026-04-20,38.0,4.22,42.22,7.6,49.82
FEE70889,ORD10889,PAY70889,2026-04-19,15.68,7.28,22.96,4.13,27.09
FEE70890,ORD10890,PAY70890,2026-04-19,37.31,5.33,42.64,7.68,50.32
FEE70891,ORD10891,PAY70891,2026-04-19,43.33,23.21,66.54,11.98,78.52
FEE70892,ORD10892,PAY70892,2026-04-19,10.13,1.45,11.58,2.08,13.66
FEE70893,ORD10893,PAY70893,2026-04-19,32.23,4.6,36.83,6.63,43.46
FEE70894,ORD10894,PAY70894,2026-04-19,17.33,2.48,19.81,3.57,23.38
FEE70896,ORD10896,PAY70896,2026-04-19,40.41,5.77,46.18,8.31,54.49
FEE70897,ORD10897,PAY70897,2026-04-19,6.49,0.93,7.42,1.34,8.76
FEE70898,ORD10898,PAY70898,2026-04-20,35.19,3.52,38.71,6.97,45.68
FEE70899,ORD10899,PAY70899,2026-04-20,24.34,12.78,37.12,6.68,43.8
FEE70900,ORD10900,PAY70900,2026-04-20,29.87,11.2,41.07,7.39,48.46
FEE70901,ORD10901,PAY70901,2026-04-20,42.0,22.05,64.05,11.53,75.58
FEE70902,ORD10902,PAY70902,2026-04-20,115.56,11.56,127.12,22.88,150.0
FEE70903,ORD10903,PAY70903,2026-04-21,14.7,1.84,16.54,2.98,19.52
FEE70904,ORD10904,PAY70904,2026-04-21,145.7,59.19,204.89,36.88,241.77
FEE70905,ORD10905,PAY70905,2026-04-21,258.76,169.81,428.57,77.14,505.71
FEE70906,ORD10906,PAY70906,2026-04-21,182.93,22.87,205.8,37.04,242.84
FEE70907,ORD10907,PAY70907,2026-04-21,249.28,101.27,350.55,63.1,413.65
FEE70908,ORD10908,PAY70908,2026-04-21,169.79,68.98,238.77,42.98,281.75
FEE70909,ORD10909,PAY70909,2026-04-21,126.66,83.12,209.78,37.76,247.54
FEE70910,ORD10910,PAY70910,2026-04-21,158.84,104.24,263.08,47.35,310.43
FEE70911,ORD10911,PAY70911,2026-04-21,204.86,25.61,230.47,41.48,271.95
FEE70912,ORD10912,PAY70912,2026-04-19,66.66,41.66,108.32,19.5,127.82
FEE70914,ORD10914,PAY70914,2026-04-19,30.88,27.02,57.9,10.42,68.32
FEE70915,ORD10915,PAY70915,2026-04-19,8.92,1.49,10.41,1.87,12.28
FEE70916,ORD10916,PAY70916,2026-04-21,215.33,102.77,318.1,57.26,375.36
FEE70917,ORD10917,PAY70917,2026-04-21,226.62,20.6,247.22,44.5,291.72
FEE70919,ORD10919,PAY70919,2026-04-21,266.09,24.19,290.28,52.25,342.53
FEE70920,ORD10920,PAY70920,2026-04-21,337.09,30.64,367.73,66.19,433.92
FEE70921,ORD10921,PAY70921,2026-04-20,8.9,1.05,9.95,1.79,11.74
FEE70922,ORD10922,PAY70922,2026-04-20,110.06,12.95,123.01,22.14,145.15
FEE70923,ORD10923,PAY70923,2026-04-20,5.66,0.67,6.33,1.14,7.47
FEE70924,ORD10924,PAY70924,2026-04-20,59.17,22.62,81.79,14.72,96.51
FEE70925,ORD10925,PAY70925,2026-04-20,150.97,17.76,168.73,30.37,199.1
FEE70926,ORD10926,PAY70926,2026-04-20,78.42,9.23,87.65,15.78,103.43
FEE70928,ORD10928,PAY70928,2026-04-20,94.94,36.3,131.24,23.62,154.86
FEE70929,ORD10929,PAY70929,2026-04-20,60.75,8.1,68.85,12.39,81.24
FEE70930,ORD10930,PAY70930,2026-04-20,141.68,61.4,203.08,36.55,239.63
FEE70931,ORD10931,PAY70931,2026-04-20,82.71,57.9,140.61,25.31,165.92
FEE70932,ORD10932,PAY70932,2026-04-20,114.25,15.23,129.48,23.31,152.79
FEE70933,ORD10933,PAY70933,2026-04-20,42.77,21.38,64.15,11.55,75.7
FEE70935,ORD10935,PAY70935,2026-04-20,59.24,41.47,100.71,18.13,118.84
FEE70936,ORD10936,PAY70936,2026-04-21,141.48,15.72,157.2,28.3,185.5
FEE70937,ORD10937,PAY70937,2026-04-21,100.78,11.2,111.98,20.16,132.14
FEE70938,ORD10938,PAY70938,2026-04-21,52.19,21.75,73.94,13.31,87.25
FEE70940,ORD10940,PAY70940,2026-04-21,199.63,116.45,316.08,56.89,372.97
FEE70941,ORD10941,PAY70941,2026-04-20,5.75,4.31,10.06,1.81,11.87
FEE70944,ORD10944,PAY70944,2026-04-21,44.82,14.57,59.39,10.69,70.08
FEE70945,ORD10945,PAY70945,2026-04-21,71.05,7.11,78.16,14.07,92.23
FEE70946,ORD10946,PAY70946,2026-04-21,78.0,7.8,85.8,15.44,101.24
FEE70947,ORD10947,PAY70947,2026-04-21,100.9,10.09,110.99,19.98,130.97
FEE70949,ORD10949,PAY70949,2026-04-21,116.6,61.21,177.81,32.01,209.82
FEE70950,ORD10950,PAY70950,2026-04-21,155.15,50.42,205.57,37.0,242.57
FEE70951,ORD10951,PAY70951,2026-04-21,142.32,74.72,217.04,39.07,256.11
FEE70952,ORD10952,PAY70952,2026-04-21,162.73,16.27,179.0,32.22,211.22
FEE70953,ORD10953,PAY70953,2026-04-21,36.48,19.15,55.63,10.01,65.64
FEE70954,ORD10954,PAY70954,2026-04-22,281.66,35.21,316.87,57.04,373.91
FEE70955,ORD10955,PAY70955,2026-04-22,244.05,160.16,404.21,72.76,476.97
FEE70956,ORD10956,PAY70956,2026-04-22,184.08,120.81,304.89,54.88,359.77
FEE70957,ORD10957,PAY70957,2026-04-20,16.99,14.87,31.86,5.73,37.59
FEE70958,ORD10958,PAY70958,2026-04-20,23.62,12.8,36.42,6.56,42.98
FEE70959,ORD10959,PAY70959,2026-04-20,70.1,11.68,81.78,14.72,96.5
FEE70960,ORD10960,PAY70960,2026-04-20,74.94,12.49,87.43,15.74,103.17
FEE70961,ORD10961,PAY70961,2026-04-20,70.77,61.93,132.7,23.89,156.59
FEE70963,ORD10963,PAY70963,2026-04-22,128.76,11.71,140.47,25.28,165.75
FEE70964,ORD10964,PAY70964,2026-04-22,219.22,64.77,283.99,51.12,335.11
FEE70965,ORD10965,PAY70965,2026-04-22,369.52,33.59,403.11,72.56,475.67
FEE70966,ORD10966,PAY70966,2026-04-22,380.23,181.47,561.7,101.11,662.81
FEE70967,ORD10967,PAY70967,2026-04-22,201.4,96.12,297.52,53.55,351.07
FEE70968,ORD10968,PAY70968,2026-04-22,155.07,52.87,207.94,37.43,245.37
FEE70969,ORD10969,PAY70969,2026-04-22,176.99,16.09,193.08,34.75,227.83
FEE70970,ORD10970,PAY70970,2026-04-22,127.9,61.04,188.94,34.01,222.95
FEE70971,ORD10971,PAY70971,2026-04-22,287.61,26.15,313.76,56.48,370.24
FEE70972,ORD10972,PAY70972,2026-04-21,43.44,5.11,48.55,8.74,57.29
FEE70973,ORD10973,PAY70973,2026-04-21,60.17,7.08,67.25,12.11,79.36
FEE70974,ORD10974,PAY70974,2026-04-21,86.1,10.13,96.23,17.32,113.55
FEE70975,ORD10975,PAY70975,2026-04-21,9.1,1.07,10.17,1.83,12.0
FEE70976,ORD10976,PAY70976,2026-04-21,124.27,54.83,179.1,32.24,211.34
FEE70977,ORD10977,PAY70977,2026-04-21,22.62,8.65,31.27,5.63,36.9
FEE70978,ORD10978,PAY70978,2026-04-21,100.96,11.88,112.84,20.31,133.15
FEE70979,ORD10979,PAY70979,2026-04-21,90.73,10.67,101.4,18.25,119.65
FEE70980,ORD10980,PAY70980,2026-04-21,122.16,14.37,136.53,24.58,161.11
FEE70981,ORD10981,PAY70981,2026-04-21,14.24,1.68,15.92,2.87,18.79
FEE70982,ORD10982,PAY70982,2026-04-21,128.98,17.2,146.18,26.31,172.49
FEE70983,ORD10983,PAY70983,2026-04-21,37.92,5.06,42.98,7.74,50.72
FEE70984,ORD10984,PAY70984,2026-04-21,14.27,9.99,24.26,4.37,28.63
FEE70985,ORD10985,PAY70985,2026-04-21,60.9,8.12,69.02,12.42,81.44
FEE70986,ORD10986,PAY70986,2026-04-21,113.0,15.07,128.07,23.05,151.12
FEE70988,ORD10988,PAY70988,2026-04-21,44.93,31.45,76.38,13.75,90.13
FEE70989,ORD10989,PAY70989,2026-04-21,35.59,4.74,40.33,7.26,47.59
FEE70990,ORD10990,PAY70990,2026-04-22,85.34,49.78,135.12,24.32,159.44
FEE70991,ORD10991,PAY70991,2026-04-22,275.89,114.96,390.85,70.35,461.2
FEE70992,ORD10992,PAY70992,2026-04-22,304.27,126.78,431.05,77.59,508.64
FEE70993,ORD10993,PAY70993,2026-04-22,116.52,12.95,129.47,23.3,152.77
FEE70994,ORD10994,PAY70994,2026-04-22,278.36,162.38,440.74,79.33,520.07
FEE70995,ORD10995,PAY70995,2026-04-22,156.17,65.07,221.24,39.82,261.06
FEE70996,ORD10996,PAY70996,2026-04-22,391.26,163.02,554.28,99.77,654.05
FEE70997,ORD10997,PAY70997,2026-04-22,238.57,139.17,377.74,67.99,445.73
FEE70998,ORD10998,PAY70998,2026-04-22,208.4,121.57,329.97,59.39,389.36
FEE70999,ORD10999,PAY70999,2026-04-22,129.52,53.97,183.49,33.03,216.52
FEE71000,ORD11000,PAY71000,2026-04-21,18.62,9.98,28.6,5.15,33.75
FEE71001,ORD11001,PAY71001,2026-04-21,46.83,35.12,81.95,14.75,96.7
FEE71002,ORD11002,PAY71002,2026-04-21,13.77,10.32,24.09,4.34,28.43
FEE71003,ORD11003,PAY71003,2026-04-22,146.16,14.62,160.78,28.94,189.72
FEE71004,ORD11004,PAY71004,2026-04-22,101.43,10.14,111.57,20.08,131.65
FEE71005,ORD11005,PAY71005,2026-04-22,88.03,8.8,96.83,17.43,114.26
FEE71006,ORD11006,PAY71006,2026-04-22,29.02,15.23,44.25,7.96,52.21
FEE71007,ORD11007,PAY71007,2026-04-22,146.69,55.01,201.7,36.31,238.01
FEE71008,ORD11008,PAY71008,2026-04-22,156.53,15.65,172.18,30.99,203.17
FEE71009,ORD11009,PAY71009,2026-04-22,45.67,23.98,69.65,12.54,82.19
FEE71010,ORD11010,PAY71010,2026-04-23,40.1,5.01,45.11,8.12,53.23
FEE71011,ORD11011,PAY71011,2026-04-23,117.39,47.69,165.08,29.71,194.79
FEE71012,ORD11012,PAY71012,2026-04-23,248.61,163.15,411.76,74.12,485.88
FEE71013,ORD11013,PAY71013,2026-04-21,38.71,6.45,45.16,8.13,53.29
FEE71014,ORD11014,PAY71014,2026-04-21,34.27,5.71,39.98,7.2,47.18
FEE71015,ORD11015,PAY71015,2026-04-21,23.77,12.87,36.64,6.6,43.24
FEE71016,ORD11016,PAY71016,2026-04-21,52.19,8.7,60.89,10.96,71.85
FEE71017,ORD11017,PAY71017,2026-04-21,72.26,12.04,84.3,15.17,99.47
FEE71019,ORD11019,PAY71019,2026-04-23,134.01,63.96,197.97,35.63,233.6
