merchant_id,settlement_date,merchant_name,category,settlement_tplus_days,gross_captured_amount,captured_transaction_count,refund_adjustment_amount,refund_count,chargeback_amount,chargeback_count,platform_fee,gateway_fee,gst_on_fees,failed_payment_count,failed_payment_amount,settlement_id,actual_settlement_amount,settlement_status,processor_adjustment_code,processor_note,payout_status,bank_reference,expected_settlement_amount,variance_amount,absolute_variance,exception_flag,exception_type,risk_priority,investigation_memo
M002,2026-04-13,FreshBasket Foods,Grocery,1,4862.37,4.0,0.0,0.0,0.0,0.0,68.07,40.05,19.46,0.0,0.0,SET50049,4735.89,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR515785279377,4734.79,1.1,1.1,False,Matched,Normal,"FreshBasket Foods settlement for 2026-04-13 matched within tolerance. Expected INR 4,734.79 and received INR 4,735.89."
M004,2026-04-17,SkillBridge Learning,EdTech,3,62568.92,5.0,28734.0,3.0,0.0,0.0,1001.11,356.82,244.42,0.0,0.0,SET50127,32233.67,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR996578304654,32232.57,1.1,1.1,False,Matched,Normal,"SkillBridge Learning settlement for 2026-04-17 matched within tolerance. Expected INR 32,232.57 and received INR 32,233.67."
M006,2026-04-22,TravelNest,Travel,3,93031.61,9.0,0.0,0.0,0.0,0.0,2046.7,543.81,466.29,1.0,4955.02,SET50211,89975.91,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR579300282768,89974.81,1.1,1.1,False,Matched,Normal,"TravelNest settlement for 2026-04-22 matched within tolerance. Expected INR 89,974.81 and received INR 89,975.91."
M004,2026-04-07,SkillBridge Learning,EdTech,3,82024.29,9.0,0.0,0.0,0.0,0.0,1312.39,422.49,312.27,1.0,9576.47,SET50117,79976.05,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR155608011835,79977.14,-1.09,1.09,False,Matched,Normal,"SkillBridge Learning settlement for 2026-04-07 matched within tolerance. Expected INR 79,977.14 and received INR 79,976.05."
M004,2026-05-03,SkillBridge Learning,EdTech,3,46589.11,4.0,0.0,0.0,0.0,0.0,745.42,292.48,186.82,0.0,0.0,SET50143,45363.3,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR963950221534,45364.39,-1.09,1.09,False,Matched,Normal,"SkillBridge Learning settlement for 2026-05-03 matched within tolerance. Expected INR 45,364.39 and received INR 45,363.30."
M001,2026-04-22,Apex Electronics,Electronics,2,121349.85,10.0,0.0,0.0,0.0,0.0,2184.3,1009.65,574.89,0.0,0.0,SET50020,117579.93,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR502253111988,117581.01,-1.08,1.08,False,Matched,Normal,"Apex Electronics settlement for 2026-04-22 matched within tolerance. Expected INR 117,581.01 and received INR 117,579.93."
M004,2026-05-12,SkillBridge Learning,EdTech,3,0.0,0.0,5625.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SET50151,-5624.08,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR305275510197,-5625.16,1.08,1.08,False,Matched,Normal,"SkillBridge Learning settlement for 2026-05-12 matched within tolerance. Expected INR -5,625.16 and received INR -5,624.08."
M002,2026-04-04,FreshBasket Foods,Grocery,1,8780.6,5.0,0.0,0.0,0.0,0.0,122.94,51.79,31.46,0.0,0.0,SET50040,8573.34,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR581602635495,8574.41,-1.07,1.07,False,Matched,Normal,"FreshBasket Foods settlement for 2026-04-04 matched within tolerance. Expected INR 8,574.41 and received INR 8,573.34."
M005,2026-04-24,MediQuick Pharmacy,Healthcare,1,5752.02,3.0,0.0,0.0,0.0,0.0,69.02,48.07,21.07,0.0,0.0,SET50175,5614.92,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR964102178870,5613.86,1.06,1.06,False,Matched,Normal,"MediQuick Pharmacy settlement for 2026-04-24 matched within tolerance. Expected INR 5,613.86 and received INR 5,614.92."
M006,2026-04-14,TravelNest,Travel,3,82283.35,7.0,0.0,0.0,0.0,0.0,1810.23,543.93,423.76,0.0,0.0,SET50203,79506.48,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR458762218702,79505.43,1.05,1.05,False,Matched,Normal,"TravelNest settlement for 2026-04-14 matched within tolerance. Expected INR 79,505.43 and received INR 79,506.48."
M007,2026-04-29,HomeEase Services,Home Services,2,39549.97,7.0,0.0,0.0,0.0,0.0,672.35,287.5,172.77,0.0,0.0,SET50256,38418.4,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR250728444681,38417.35,1.05,1.05,False,Matched,Normal,"HomeEase Services settlement for 2026-04-29 matched within tolerance. Expected INR 38,417.35 and received INR 38,418.40."
M003,2026-04-04,UrbanStyle Apparel,Apparel,2,42599.18,8.0,4576.44,1.0,0.0,0.0,851.97,299.47,207.26,1.0,1944.75,SET50077,36663.01,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR736839660014,36664.04,-1.03,1.03,False,Matched,Normal,"UrbanStyle Apparel settlement for 2026-04-04 matched within tolerance. Expected INR 36,664.04 and received INR 36,663.01."
M001,2026-04-03,Apex Electronics,Electronics,2,34437.98,3.0,0.0,0.0,0.0,0.0,619.88,227.97,152.61,1.0,16378.42,SET50001,33438.54,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR328256675229,33437.52,1.02,1.02,False,Matched,Normal,"Apex Electronics settlement for 2026-04-03 matched within tolerance. Expected INR 33,437.52 and received INR 33,438.54."
M001,2026-04-07,Apex Electronics,Electronics,2,35363.15,4.0,0.0,0.0,0.0,0.0,636.53,203.91,151.27,0.0,0.0,SET50005,34372.46,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR478618412442,34371.44,1.02,1.02,False,Matched,Normal,"Apex Electronics settlement for 2026-04-07 matched within tolerance. Expected INR 34,371.44 and received INR 34,372.46."
M001,2026-04-14,Apex Electronics,Electronics,2,40588.62,4.0,0.0,0.0,0.0,0.0,730.59,306.48,186.68,0.0,0.0,SET50012,39363.85,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR162412629276,39364.87,-1.02,1.02,False,Matched,Normal,"Apex Electronics settlement for 2026-04-14 matched within tolerance. Expected INR 39,364.87 and received INR 39,363.85."
M005,2026-05-11,MediQuick Pharmacy,Healthcare,1,0.0,0.0,3732.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SET50189,-3733.82,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR549450085105,-3732.8,-1.02,1.02,False,Matched,Normal,"MediQuick Pharmacy settlement for 2026-05-11 matched within tolerance. Expected INR -3,732.80 and received INR -3,733.82."
M007,2026-04-25,HomeEase Services,Home Services,2,19442.63,5.0,0.0,0.0,0.0,0.0,330.52,68.01,71.73,0.0,0.0,SET50252,18971.36,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR827352468980,18972.37,-1.01,1.01,False,Matched,Normal,"HomeEase Services settlement for 2026-04-25 matched within tolerance. Expected INR 18,972.37 and received INR 18,971.36."
M002,2026-05-08,FreshBasket Foods,Grocery,1,0.0,0.0,2596.77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SET50073,-2595.76,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR343719332428,-2596.77,1.01,1.01,False,Matched,Normal,"FreshBasket Foods settlement for 2026-05-08 matched within tolerance. Expected INR -2,596.77 and received INR -2,595.76."
M001,2026-05-10,Apex Electronics,Electronics,2,0.0,0.0,0.0,0.0,8901.38,1.0,0.0,0.0,0.0,0.0,0.0,SET50036,-8900.37,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR545045817729,-8901.38,1.01,1.01,False,Matched,Normal,"Apex Electronics settlement for 2026-05-10 matched within tolerance. Expected INR -8,901.38 and received INR -8,900.37."
M001,2026-04-25,Apex Electronics,Electronics,2,67207.88,7.0,0.0,0.0,0.0,0.0,1209.73,491.07,306.14,0.0,0.0,SET50023,65199.95,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR292411451804,65200.94,-0.99,0.99,False,Matched,Normal,"Apex Electronics settlement for 2026-04-25 matched within tolerance. Expected INR 65,200.94 and received INR 65,199.95."
M005,2026-04-11,MediQuick Pharmacy,Healthcare,1,20358.77,6.0,0.0,0.0,0.0,0.0,244.31,116.32,64.91,0.0,0.0,SET50162,19934.22,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR710831588993,19933.23,0.99,0.99,False,Matched,Normal,"MediQuick Pharmacy settlement for 2026-04-11 matched within tolerance. Expected INR 19,933.23 and received INR 19,934.22."
M003,2026-04-27,UrbanStyle Apparel,Apparel,2,32231.92,4.0,6945.32,1.0,0.0,0.0,644.64,279.33,166.32,1.0,5623.59,SET50100,24195.35,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR428790700710,24196.31,-0.96,0.96,False,Matched,Normal,"UrbanStyle Apparel settlement for 2026-04-27 matched within tolerance. Expected INR 24,196.31 and received INR 24,195.35."
M003,2026-05-02,UrbanStyle Apparel,Apparel,2,15207.01,4.0,7334.71,1.0,0.0,0.0,304.14,114.21,75.3,1.0,1064.77,SET50105,7379.61,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR374267915339,7378.65,0.96,0.96,False,Matched,Normal,"UrbanStyle Apparel settlement for 2026-05-02 matched within tolerance. Expected INR 7,378.65 and received INR 7,379.61."
M005,2026-04-17,MediQuick Pharmacy,Healthcare,1,18774.12,4.0,0.0,0.0,0.0,0.0,225.29,120.68,62.28,1.0,671.96,SET50168,18366.83,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR695679133549,18365.87,0.96,0.96,False,Matched,Normal,"MediQuick Pharmacy settlement for 2026-04-17 matched within tolerance. Expected INR 18,365.87 and received INR 18,366.83."
M005,2026-04-28,MediQuick Pharmacy,Healthcare,1,35337.4,9.0,0.0,0.0,0.0,0.0,424.04,128.98,99.55,0.0,0.0,SET50179,34685.79,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR393059239934,34684.83,0.96,0.96,False,Matched,Normal,"MediQuick Pharmacy settlement for 2026-04-28 matched within tolerance. Expected INR 34,684.83 and received INR 34,685.79."
M006,2026-04-15,TravelNest,Travel,3,69922.39,6.0,0.0,0.0,0.0,0.0,1538.3,249.94,321.88,2.0,9798.689999999999,SET50204,67811.32,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR440975149008,67812.27,-0.95,0.95,False,Matched,Normal,"TravelNest settlement for 2026-04-15 matched within tolerance. Expected INR 67,812.27 and received INR 67,811.32."
M007,2026-04-16,HomeEase Services,Home Services,2,21377.87,3.0,0.0,0.0,0.0,0.0,363.42,42.76,73.11,0.0,0.0,SET50243,20899.53,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR626255277446,20898.58,0.95,0.95,False,Matched,Normal,"HomeEase Services settlement for 2026-04-16 matched within tolerance. Expected INR 20,898.58 and received INR 20,899.53."
M007,2026-05-04,HomeEase Services,Home Services,2,47666.95,10.0,6795.58,2.0,0.0,0.0,810.33,286.29,197.39,0.0,0.0,SET50261,39578.31,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR124085445485,39577.36,0.95,0.95,False,Matched,Normal,"HomeEase Services settlement for 2026-05-04 matched within tolerance. Expected INR 39,577.36 and received INR 39,578.31."
M008,2026-04-20,FinEdge SaaS,SaaS,2,33426.19,6.0,0.0,0.0,0.0,0.0,501.4,205.48,127.24,1.0,7531.36,SET50285,32593.02,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR706045596455,32592.07,0.95,0.95,False,Matched,Normal,"FinEdge SaaS settlement for 2026-04-20 matched within tolerance. Expected INR 32,592.07 and received INR 32,593.02."
M003,2026-05-04,UrbanStyle Apparel,Apparel,2,15658.67,4.0,13058.83,2.0,0.0,0.0,313.17,43.58,64.21,0.0,0.0,SET50107,2177.94,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR218781715542,2178.88,-0.94,0.94,False,Matched,Normal,"UrbanStyle Apparel settlement for 2026-05-04 matched within tolerance. Expected INR 2,178.88 and received INR 2,177.94."
M004,2026-04-21,SkillBridge Learning,EdTech,3,94470.58,9.0,4576.69,1.0,0.0,0.0,1511.52,636.93,386.71,0.0,0.0,SET50131,87359.67,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR636080916061,87358.73,0.94,0.94,False,Matched,Normal,"SkillBridge Learning settlement for 2026-04-21 matched within tolerance. Expected INR 87,358.73 and received INR 87,359.67."
M006,2026-04-28,TravelNest,Travel,3,25637.31,4.0,0.0,0.0,0.0,0.0,564.02,128.7,124.68,0.0,0.0,SET50217,24820.84,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR615782827027,24819.91,0.93,0.93,False,Matched,Normal,"TravelNest settlement for 2026-04-28 matched within tolerance. Expected INR 24,819.91 and received INR 24,820.84."
M001,2026-05-06,Apex Electronics,Electronics,2,72415.33,6.0,19833.51,1.0,3246.34,1.0,1303.49,411.24,308.65,1.0,9351.46,SET50034,47313.02,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR435650281730,47312.1,0.92,0.92,False,Matched,Normal,"Apex Electronics settlement for 2026-05-06 matched within tolerance. Expected INR 47,312.10 and received INR 47,313.02."
M008,2026-04-15,FinEdge SaaS,SaaS,2,16773.59,5.0,2634.05,1.0,0.0,0.0,251.6,106.27,64.41,0.0,0.0,SET50280,13716.34,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR672770693619,13717.26,-0.92,0.92,False,Matched,Normal,"FinEdge SaaS settlement for 2026-04-15 matched within tolerance. Expected INR 13,717.26 and received INR 13,716.34."
M006,2026-05-09,TravelNest,Travel,3,0.0,0.0,3890.48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SET50228,-3891.4,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR879750596662,-3890.48,-0.92,0.92,False,Matched,Normal,"TravelNest settlement for 2026-05-09 matched within tolerance. Expected INR -3,890.48 and received INR -3,891.40."
M001,2026-04-15,Apex Electronics,Electronics,2,91159.26,6.0,0.0,0.0,0.0,0.0,1640.87,643.64,411.2,1.0,19810.9,SET50013,88462.64,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR212853614530,88463.55,-0.91,0.91,False,Matched,Normal,"Apex Electronics settlement for 2026-04-15 matched within tolerance. Expected INR 88,463.55 and received INR 88,462.64."
M001,2026-04-29,Apex Electronics,Electronics,2,90426.28,6.0,27605.55,3.0,0.0,0.0,1627.67,719.32,422.46,1.0,4150.23,SET50027,60050.37,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR892748879959,60051.28,-0.91,0.91,False,Matched,Normal,"Apex Electronics settlement for 2026-04-29 matched within tolerance. Expected INR 60,051.28 and received INR 60,050.37."
M002,2026-04-14,FreshBasket Foods,Grocery,1,5161.57,3.0,0.0,0.0,0.0,0.0,72.26,36.89,19.65,1.0,2683.61,SET50050,5031.86,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR802497909163,5032.77,-0.91,0.91,False,Matched,Normal,"FreshBasket Foods settlement for 2026-04-14 matched within tolerance. Expected INR 5,032.77 and received INR 5,031.86."
M008,2026-05-05,FinEdge SaaS,SaaS,2,64205.0,9.0,0.0,0.0,0.0,0.0,963.07,512.25,265.56,0.0,0.0,SET50300,62463.21,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR379039425076,62464.12,-0.91,0.91,False,Matched,Normal,"FinEdge SaaS settlement for 2026-05-05 matched within tolerance. Expected INR 62,464.12 and received INR 62,463.21."
M006,2026-04-23,TravelNest,Travel,3,97886.68,9.0,15724.53,1.0,0.0,0.0,2153.5,386.06,457.12,0.0,0.0,SET50212,79166.37,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR822826650548,79165.47,0.9,0.9,False,Matched,Normal,"TravelNest settlement for 2026-04-23 matched within tolerance. Expected INR 79,165.47 and received INR 79,166.37."
M008,2026-05-07,FinEdge SaaS,SaaS,2,25657.73,6.0,0.0,0.0,0.0,0.0,384.87,106.07,88.37,2.0,13720.75,SET50302,25077.52,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR567956839499,25078.42,-0.9,0.9,False,Matched,Normal,"FinEdge SaaS settlement for 2026-05-07 matched within tolerance. Expected INR 25,078.42 and received INR 25,077.52."
M004,2026-05-09,SkillBridge Learning,EdTech,3,0.0,0.0,1541.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SET50149,-1541.0,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR374650936456,-1541.9,0.9,0.9,False,Matched,Normal,"SkillBridge Learning settlement for 2026-05-09 matched within tolerance. Expected INR -1,541.90 and received INR -1,541.00."
M002,2026-04-30,FreshBasket Foods,Grocery,1,6730.8,5.0,1232.69,1.0,0.0,0.0,94.23,41.27,24.39,1.0,2761.91,SET50066,5339.1,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR483832666695,5338.22,0.88,0.88,False,Matched,Normal,"FreshBasket Foods settlement for 2026-04-30 matched within tolerance. Expected INR 5,338.22 and received INR 5,339.10."
M004,2026-04-23,SkillBridge Learning,EdTech,3,25381.25,3.0,0.0,0.0,0.0,0.0,406.1,215.85,111.95,0.0,0.0,SET50133,24648.22,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR237639385484,24647.35,0.87,0.87,False,Matched,Normal,"SkillBridge Learning settlement for 2026-04-23 matched within tolerance. Expected INR 24,647.35 and received INR 24,648.22."
M004,2026-04-25,SkillBridge Learning,EdTech,3,21195.16,3.0,0.0,0.0,0.0,0.0,339.13,141.54,86.52,0.0,0.0,SET50135,20628.84,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR979016241944,20627.97,0.87,0.87,False,Matched,Normal,"SkillBridge Learning settlement for 2026-04-25 matched within tolerance. Expected INR 20,627.97 and received INR 20,628.84."
M006,2026-04-21,TravelNest,Travel,3,47506.55,4.0,0.0,0.0,0.0,0.0,1045.13,178.2,220.2,1.0,9066.89,SET50210,46062.15,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR442519064843,46063.02,-0.87,0.87,False,Matched,Normal,"TravelNest settlement for 2026-04-21 matched within tolerance. Expected INR 46,063.02 and received INR 46,062.15."
M003,2026-05-06,UrbanStyle Apparel,Apparel,2,34870.46,7.0,2573.79,2.0,0.0,0.0,697.41,136.06,150.04,0.0,0.0,SET50109,31314.02,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR913915349467,31313.16,0.86,0.86,False,Matched,Normal,"UrbanStyle Apparel settlement for 2026-05-06 matched within tolerance. Expected INR 31,313.16 and received INR 31,314.02."
M005,2026-05-05,MediQuick Pharmacy,Healthcare,1,39798.55,10.0,0.0,0.0,0.0,0.0,477.58,225.13,126.49,0.0,0.0,SET50186,38968.49,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR945803344287,38969.35,-0.86,0.86,False,Matched,Normal,"MediQuick Pharmacy settlement for 2026-05-05 matched within tolerance. Expected INR 38,969.35 and received INR 38,968.49."
M002,2026-04-16,FreshBasket Foods,Grocery,1,11196.98,6.0,2776.51,1.0,0.0,0.0,156.76,63.03,39.55,3.0,6104.3,SET50052,8161.97,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR560164000641,8161.13,0.84,0.84,False,Matched,Normal,"FreshBasket Foods settlement for 2026-04-16 matched within tolerance. Expected INR 8,161.13 and received INR 8,161.97."
M005,2026-04-05,MediQuick Pharmacy,Healthcare,1,21023.92,5.0,0.0,0.0,0.0,0.0,252.27,49.83,54.38,1.0,3234.05,SET50156,20666.61,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR794916851198,20667.44,-0.83,0.83,False,Matched,Normal,"MediQuick Pharmacy settlement for 2026-04-05 matched within tolerance. Expected INR 20,667.44 and received INR 20,666.61."
M008,2026-04-09,FinEdge SaaS,SaaS,2,39107.12,8.0,0.0,0.0,0.0,0.0,586.6,281.73,156.3,0.0,0.0,SET50274,38081.66,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR418966695865,38082.49,-0.83,0.83,False,Matched,Normal,"FinEdge SaaS settlement for 2026-04-09 matched within tolerance. Expected INR 38,082.49 and received INR 38,081.66."
M005,2026-04-19,MediQuick Pharmacy,Healthcare,1,8871.44,3.0,4542.84,1.0,4694.61,1.0,106.46,70.17,31.79,1.0,599.16,SET50170,-575.25,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR120759784010,-574.43,-0.82,0.82,False,Matched,Normal,MediQuick Pharmacy settlement for 2026-04-19 matched within tolerance. Expected INR -574.43 and received INR -575.25.
M002,2026-04-19,FreshBasket Foods,Grocery,1,14493.6,8.0,689.11,1.0,0.0,0.0,202.91,51.05,45.72,2.0,2947.54,SET50055,13504.0,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR596468523398,13504.81,-0.81,0.81,False,Matched,Normal,"FreshBasket Foods settlement for 2026-04-19 matched within tolerance. Expected INR 13,504.81 and received INR 13,504.00."
M005,2026-04-26,MediQuick Pharmacy,Healthcare,1,15338.04,4.0,0.0,0.0,0.0,0.0,184.06,84.29,48.31,0.0,0.0,SET50177,15022.19,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR569857658053,15021.38,0.81,0.81,False,Matched,Normal,"MediQuick Pharmacy settlement for 2026-04-26 matched within tolerance. Expected INR 15,021.38 and received INR 15,022.19."
M008,2026-05-09,FinEdge SaaS,SaaS,2,0.0,0.0,5430.86,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SET50304,-5431.66,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR256241589337,-5430.86,-0.8,0.8,False,Matched,Normal,"FinEdge SaaS settlement for 2026-05-09 matched within tolerance. Expected INR -5,430.86 and received INR -5,431.66."
M004,2026-04-06,SkillBridge Learning,EdTech,3,44130.55,4.0,989.04,1.0,0.0,0.0,706.09,287.13,178.78,1.0,1716.81,SET50116,41968.72,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR267754745438,41969.51,-0.79,0.79,False,Matched,Normal,"SkillBridge Learning settlement for 2026-04-06 matched within tolerance. Expected INR 41,969.51 and received INR 41,968.72."
M002,2026-04-28,FreshBasket Foods,Grocery,1,15964.69,9.0,0.0,0.0,0.0,0.0,223.5,110.79,60.18,0.0,0.0,SET50064,15571.0,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR324717397165,15570.22,0.78,0.78,False,Matched,Normal,"FreshBasket Foods settlement for 2026-04-28 matched within tolerance. Expected INR 15,570.22 and received INR 15,571.00."
M005,2026-04-20,MediQuick Pharmacy,Healthcare,1,21368.63,5.0,0.0,0.0,0.0,0.0,256.42,113.77,66.64,0.0,0.0,SET50171,20931.02,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR759314307435,20931.8,-0.78,0.78,False,Matched,Normal,"MediQuick Pharmacy settlement for 2026-04-20 matched within tolerance. Expected INR 20,931.80 and received INR 20,931.02."
M007,2026-04-12,HomeEase Services,Home Services,2,21988.04,5.0,3618.21,1.0,0.0,0.0,373.79,98.83,85.07,0.0,0.0,SET50239,17811.36,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR306477913896,17812.14,-0.78,0.78,False,Matched,Normal,"HomeEase Services settlement for 2026-04-12 matched within tolerance. Expected INR 17,812.14 and received INR 17,811.36."
M003,2026-05-07,UrbanStyle Apparel,Apparel,2,28767.36,6.0,2333.95,1.0,0.0,0.0,575.35,128.63,126.71,1.0,5271.63,SET50110,25603.49,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR134480085097,25602.72,0.77,0.77,False,Matched,Normal,"UrbanStyle Apparel settlement for 2026-05-07 matched within tolerance. Expected INR 25,602.72 and received INR 25,603.49."
M002,2026-05-09,FreshBasket Foods,Grocery,1,0.0,0.0,1219.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SET50074,-1220.22,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR180683385586,-1219.45,-0.77,0.77,False,Matched,Normal,"FreshBasket Foods settlement for 2026-05-09 matched within tolerance. Expected INR -1,219.45 and received INR -1,220.22."
M002,2026-04-18,FreshBasket Foods,Grocery,1,14995.51,8.0,0.0,0.0,0.0,0.0,209.94,139.32,62.86,0.0,0.0,SET50054,14582.63,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR540218736668,14583.39,-0.76,0.76,False,Matched,Normal,"FreshBasket Foods settlement for 2026-04-18 matched within tolerance. Expected INR 14,583.39 and received INR 14,582.63."
M004,2026-04-30,SkillBridge Learning,EdTech,3,9802.61,3.0,0.0,0.0,0.0,0.0,156.84,53.47,37.85,1.0,12699.49,SET50140,9555.21,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR387010503539,9554.45,0.76,0.76,False,Matched,Normal,"SkillBridge Learning settlement for 2026-04-30 matched within tolerance. Expected INR 9,554.45 and received INR 9,555.21."
M004,2026-05-07,SkillBridge Learning,EdTech,3,34463.67,6.0,0.0,0.0,0.0,0.0,551.42,161.94,128.4,1.0,6372.59,SET50147,33622.66,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR934916744085,33621.91,0.75,0.75,False,Matched,Normal,"SkillBridge Learning settlement for 2026-05-07 matched within tolerance. Expected INR 33,621.91 and received INR 33,622.66."
M002,2026-04-24,FreshBasket Foods,Grocery,1,15277.28,7.0,0.0,0.0,1054.97,1.0,213.88,57.13,48.78,0.0,0.0,SET50060,13901.78,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR316768115151,13902.52,-0.74,0.74,False,Matched,Normal,"FreshBasket Foods settlement for 2026-04-24 matched within tolerance. Expected INR 13,902.52 and received INR 13,901.78."
M004,2026-04-18,SkillBridge Learning,EdTech,3,102001.64,8.0,15333.49,1.0,0.0,0.0,1632.04,536.61,390.36,1.0,4824.43,SET50128,84108.4,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR405688115880,84109.14,-0.74,0.74,False,Matched,Normal,"SkillBridge Learning settlement for 2026-04-18 matched within tolerance. Expected INR 84,109.14 and received INR 84,108.40."
M005,2026-04-15,MediQuick Pharmacy,Healthcare,1,29347.91,7.0,2312.18,1.0,0.0,0.0,352.17,192.08,97.96,0.0,0.0,SET50166,26394.26,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR519386586969,26393.52,0.74,0.74,False,Matched,Normal,"MediQuick Pharmacy settlement for 2026-04-15 matched within tolerance. Expected INR 26,393.52 and received INR 26,394.26."
M008,2026-04-03,FinEdge SaaS,SaaS,2,55556.88,8.0,0.0,0.0,0.0,0.0,833.35,270.69,198.73,0.0,0.0,SET50268,54254.85,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR402389870167,54254.11,0.74,0.74,False,Matched,Normal,"FinEdge SaaS settlement for 2026-04-03 matched within tolerance. Expected INR 54,254.11 and received INR 54,254.85."
M008,2026-04-10,FinEdge SaaS,SaaS,2,32513.08,8.0,7086.54,2.0,0.0,0.0,487.7,131.21,111.4,1.0,5942.66,SET50275,24695.49,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR802926722928,24696.23,-0.74,0.74,False,Matched,Normal,"FinEdge SaaS settlement for 2026-04-10 matched within tolerance. Expected INR 24,696.23 and received INR 24,695.49."
M004,2026-05-06,SkillBridge Learning,EdTech,3,80897.48,8.0,0.0,0.0,0.0,0.0,1294.36,266.35,280.93,2.0,7758.26,SET50146,79055.11,Settled,MATCHED,Processor amount matches internal expectation.,Paid,UTR961505728502,79055.84,-0.73,0.73,False,Matched,Normal,"SkillBridge Learning settlement for 2026-05-06 matched within tolerance. Expected INR 79,055.84 and received INR 79,055.11."
